Kode Provinsi,Nama Provinsi,Tahun,Bulan,Curah Hujan
34,DI Yogyakarta,2023,Februari,13.87
34,DI Yogyakarta,2023,Maret,10.03
34,DI Yogyakarta,2023,April,9.17
34,DI Yogyakarta,2023,Mei,5.54
34,DI Yogyakarta,2023,Juni,3.24
34,DI Yogyakarta,2023,Juli,3.55
34,DI Yogyakarta,2023,Agustus,0.28
34,DI Yogyakarta,2023,September,0.11
34,DI Yogyakarta,2023,Oktober,0.55
34,DI Yogyakarta,2023,November,7.46
34,DI Yogyakarta,2023,Desember,9.41
35,Jawa Timur,2023,Januari,9.84
35,Jawa Timur,2023,Februari,16.7
35,Jawa Timur,2023,Maret,6.82
35,Jawa Timur,2023,April,8.58
35,Jawa Timur,2023,Mei,2.22
35,Jawa Timur,2023,Juni,0.51
35,Jawa Timur,2023,Juli,2.31
35,Jawa Timur,2023,Agustus,0.08
35,Jawa Timur,2023,September,0.04
35,Jawa Timur,2023,Oktober,0.07
35,Jawa Timur,2023,November,3.47
35,Jawa Timur,2023,Desember,24.8
36,Banten,2023,Januari,5.46
36,Banten,2023,Februari,15.45
36,Banten,2023,Maret,8.02
36,Banten,2023,April,4.75
36,Banten,2023,Mei,5.15
36,Banten,2023,Juni,4.58
36,Banten,2023,Juli,2.47
36,Banten,2023,Agustus,0.79
36,Banten,2023,September,0.1
36,Banten,2023,Oktober,1.24
36,Banten,2023,November,7.97
36,Banten,2023,Desember,4.55
51,Bali,2023,Januari,8.27
51,Bali,2023,Februari,15.48
51,Bali,2023,Maret,4.85
51,Bali,2023,April,4.34
51,Bali,2023,Mei,0.68
51,Bali,2023,Juni,0.96
51,Bali,2023,Juli,4.64
51,Bali,2023,Agustus,0.58
51,Bali,2023,September,0.1
51,Bali,2023,Oktober,0.01
51,Bali,2023,November,3
51,Bali,2023,Desember,4.53
52,Nusa Tenggara Barat,2023,Januari,6.41
52,Nusa Tenggara Barat,2023,Februari,12.6
52,Nusa Tenggara Barat,2023,Maret,5.02
52,Nusa Tenggara Barat,2023,April,4.1
52,Nusa Tenggara Barat,2023,Mei,0.52
52,Nusa Tenggara Barat,2023,Juni,0.48
52,Nusa Tenggara Barat,2023,Juli,2.11
52,Nusa Tenggara Barat,2023,Agustus,0.15
52,Nusa Tenggara Barat,2023,September,0.05
52,Nusa Tenggara Barat,2023,Oktober,0.02
52,Nusa Tenggara Barat,2023,November,3.52
52,Nusa Tenggara Barat,2023,Desember,5.59
53,Nusa Tenggara Timur,2023,Januari,4.89
53,Nusa Tenggara Timur,2023,Februari,11.79
53,Nusa Tenggara Timur,2023,Maret,9.01
53,Nusa Tenggara Timur,2023,April,6.57
53,Nusa Tenggara Timur,2023,Mei,0.78
53,Nusa Tenggara Timur,2023,Juni,1.31
53,Nusa Tenggara Timur,2023,Juli,0.39
53,Nusa Tenggara Timur,2023,Agustus,0.12
53,Nusa Tenggara Timur,2023,September,0.29
53,Nusa Tenggara Timur,2023,Oktober,0.98
53,Nusa Tenggara Timur,2023,November,4.96
53,Nusa Tenggara Timur,2023,Desember,6.49
61,Kalimantan Barat,2023,Januari,17.62
61,Kalimantan Barat,2023,Februari,14.69
61,Kalimantan Barat,2023,Maret,16.61
61,Kalimantan Barat,2023,April,5.6
61,Kalimantan Barat,2023,Mei,5.53
61,Kalimantan Barat,2023,Juni,4.81
61,Kalimantan Barat,2023,Juli,5.83
61,Kalimantan Barat,2023,Agustus,4.35
61,Kalimantan Barat,2023,September,7.27
61,Kalimantan Barat,2023,Oktober,7.6
61,Kalimantan Barat,2023,November,10.04
61,Kalimantan Barat,2023,Desember,10.57
62,Kalimantan Tengah,2023,Januari,8.19
62,Kalimantan Tengah,2023,Februari,6.69
62,Kalimantan Tengah,2023,Maret,12.75
62,Kalimantan Tengah,2023,April,8.44
62,Kalimantan Tengah,2023,Mei,5.5
62,Kalimantan Tengah,2023,Juni,5.83
62,Kalimantan Tengah,2023,Juli,6.4
62,Kalimantan Tengah,2023,Agustus,2.81
62,Kalimantan Tengah,2023,September,3.88
62,Kalimantan Tengah,2023,Oktober,7.95
62,Kalimantan Tengah,2023,November,11.52
62,Kalimantan Tengah,2023,Desember,10.47
63,Kalimantan Selatan,2023,Januari,8.04
63,Kalimantan Selatan,2023,Februari,13.08
63,Kalimantan Selatan,2023,Maret,10.9
63,Kalimantan Selatan,2023,April,4.11
63,Kalimantan Selatan,2023,Mei,3.98
63,Kalimantan Selatan,2023,Juni,4.15
63,Kalimantan Selatan,2023,Juli,3.48
63,Kalimantan Selatan,2023,Agustus,0.94
63,Kalimantan Selatan,2023,September,0.61
63,Kalimantan Selatan,2023,Oktober,2.84
63,Kalimantan Selatan,2023,November,9.66
63,Kalimantan Selatan,2023,Desember,11.73
64,Kalimantan Timur,2023,Januari,7.21
64,Kalimantan Timur,2023,Februari,7.67
64,Kalimantan Timur,2023,Maret,12.58
64,Kalimantan Timur,2023,April,8.73
64,Kalimantan Timur,2023,Mei,6.11
64,Kalimantan Timur,2023,Juni,7.47
64,Kalimantan Timur,2023,Juli,6.65
64,Kalimantan Timur,2023,Agustus,4.56
64,Kalimantan Timur,2023,September,5.79
64,Kalimantan Timur,2023,Oktober,5.19
64,Kalimantan Timur,2023,November,8.96
64,Kalimantan Timur,2023,Desember,10.78
65,Kalimantan Utara,2023,Januari,7.55
65,Kalimantan Utara,2023,Februari,7.88
65,Kalimantan Utara,2023,Maret,5.28
65,Kalimantan Utara,2023,April,3.23
65,Kalimantan Utara,2023,Mei,5.22
65,Kalimantan Utara,2023,Juni,10.94
65,Kalimantan Utara,2023,Juli,10.13
65,Kalimantan Utara,2023,Agustus,6.47
65,Kalimantan Utara,2023,September,12.76
65,Kalimantan Utara,2023,Oktober,5.7
65,Kalimantan Utara,2023,November,9.04
65,Kalimantan Utara,2023,Desember,12.42
71,Sulawesi Utara,2023,Januari,6.97
71,Sulawesi Utara,2023,Februari,7.36
71,Sulawesi Utara,2023,Maret,5.91
71,Sulawesi Utara,2023,April,6.75
71,Sulawesi Utara,2023,Mei,5.13
71,Sulawesi Utara,2023,Juni,4.45
71,Sulawesi Utara,2023,Juli,3.6
71,Sulawesi Utara,2023,Agustus,1.97
71,Sulawesi Utara,2023,September,1.94
71,Sulawesi Utara,2023,Oktober,0.83
71,Sulawesi Utara,2023,November,6.18
71,Sulawesi Utara,2023,Desember,4.56
72,Sulawesi Tengah,2023,Januari,8.04
72,Sulawesi Tengah,2023,Februari,7.98
72,Sulawesi Tengah,2023,Maret,8.37
72,Sulawesi Tengah,2023,April,6.79
72,Sulawesi Tengah,2023,Mei,6.08
72,Sulawesi Tengah,2023,Juni,23
72,Sulawesi Tengah,2023,Juli,4.6
72,Sulawesi Tengah,2023,Agustus,3.61
72,Sulawesi Tengah,2023,September,4.06
72,Sulawesi Tengah,2023,Oktober,16.11
72,Sulawesi Tengah,2023,November,21.48
72,Sulawesi Tengah,2023,Desember,19.07
73,Sulawesi Selatan,2023,Januari,8.46
73,Sulawesi Selatan,2023,Februari,12.8
73,Sulawesi Selatan,2023,Maret,4.47
73,Sulawesi Selatan,2023,April,4.61
73,Sulawesi Selatan,2023,Mei,3.06
73,Sulawesi Selatan,2023,Juni,2.41
73,Sulawesi Selatan,2023,Juli,1.66
73,Sulawesi Selatan,2023,Agustus,0.1
73,Sulawesi Selatan,2023,September,0.1
73,Sulawesi Selatan,2023,Oktober,0.16
73,Sulawesi Selatan,2023,November,3.25
73,Sulawesi Selatan,2023,Desember,3.88
74,Sulawesi Tenggara,2023,Januari,4.61
74,Sulawesi Tenggara,2023,Februari,4.07
74,Sulawesi Tenggara,2023,Maret,8.04
74,Sulawesi Tenggara,2023,April,7.59
74,Sulawesi Tenggara,2023,Mei,6.13
74,Sulawesi Tenggara,2023,Juni,7.54
74,Sulawesi Tenggara,2023,Juli,5.49
74,Sulawesi Tenggara,2023,Agustus,2.5
74,Sulawesi Tenggara,2023,September,2.17
74,Sulawesi Tenggara,2023,Oktober,1.32
74,Sulawesi Tenggara,2023,November,5.85
74,Sulawesi Tenggara,2023,Desember,6.6
75,Gorontalo,2023,Januari,6.59
75,Gorontalo,2023,Februari,8.31
75,Gorontalo,2023,Maret,4.96
75,Gorontalo,2023,April,4.65
75,Gorontalo,2023,Mei,5.41
75,Gorontalo,2023,Juni,6.16
75,Gorontalo,2023,Juli,3.99
75,Gorontalo,2023,Agustus,1.57
75,Gorontalo,2023,September,1.88
75,Gorontalo,2023,Oktober,1.53
75,Gorontalo,2023,November,4.49
75,Gorontalo,2023,Desember,5.32
76,Sulawesi Barat,2023,Januari,8.56
76,Sulawesi Barat,2023,Februari,9.97
76,Sulawesi Barat,2023,Maret,5.23
76,Sulawesi Barat,2023,April,5.56
76,Sulawesi Barat,2023,Mei,5.15
76,Sulawesi Barat,2023,Juni,5.71
76,Sulawesi Barat,2023,Juli,2.65
76,Sulawesi Barat,2023,Agustus,1.19
76,Sulawesi Barat,2023,September,1.04
76,Sulawesi Barat,2023,Oktober,0.93
76,Sulawesi Barat,2023,November,3.74
76,Sulawesi Barat,2023,Desember,5.09
81,Maluku,2023,Januari,5
81,Maluku,2023,Februari,5.22
81,Maluku,2023,Maret,5.39
81,Maluku,2023,April,6.87
81,Maluku,2023,Mei,11.34
81,Maluku,2023,Juni,10.68
81,Maluku,2023,Juli,12.04
81,Maluku,2023,Agustus,3.27
81,Maluku,2023,September,4.32
81,Maluku,2023,Oktober,1.36
81,Maluku,2023,November,1.17
81,Maluku,2023,Desember,4.82
82,Maluku Utara,2023,Januari,11.39
82,Maluku Utara,2023,Februari,9.02
82,Maluku Utara,2023,Maret,10.51
82,Maluku Utara,2023,April,4.93
82,Maluku Utara,2023,Mei,4.81
82,Maluku Utara,2023,Juni,4.45
82,Maluku Utara,2023,Juli,4.54
82,Maluku Utara,2023,Agustus,2.48
82,Maluku Utara,2023,September,3.55
82,Maluku Utara,2023,Oktober,1.22
82,Maluku Utara,2023,November,2.16
82,Maluku Utara,2023,Desember,1.59
91,Papua,2023,Januari,3.43
91,Papua,2023,Februari,9.08
91,Papua,2023,Maret,7.43
91,Papua,2023,April,6.97
91,Papua,2023,Mei,5.13
91,Papua,2023,Juni,6.06
91,Papua,2023,Juli,5.87
91,Papua,2023,Agustus,6.05
91,Papua,2023,September,8.02
91,Papua,2023,Oktober,4.57
91,Papua,2023,November,2.33
91,Papua,2023,Desember,4.1
92,Papua Barat,2023,Januari,7.99
92,Papua Barat,2023,Februari,9.79
92,Papua Barat,2023,Maret,5.74
92,Papua Barat,2023,April,7.86
92,Papua Barat,2023,Mei,10.31
92,Papua Barat,2023,Juni,6.53
92,Papua Barat,2023,Juli,4.33
92,Papua Barat,2023,Agustus,7.91
92,Papua Barat,2023,September,3.94
92,Papua Barat,2023,Oktober,5.74
92,Papua Barat,2023,November,3.82
92,Papua Barat,2023,Desember,11.92
93,Papua Selatan,2023,Januari,7.92
93,Papua Selatan,2023,Februari,6.15
93,Papua Selatan,2023,Maret,9.43
93,Papua Selatan,2023,April,13.21
93,Papua Selatan,2023,Mei,14.08
93,Papua Selatan,2023,Juni,1.33
93,Papua Selatan,2023,Juli,2.83
93,Papua Selatan,2023,Agustus,0.26
93,Papua Selatan,2023,September,0.7
93,Papua Selatan,2023,Oktober,3.88
93,Papua Selatan,2023,November,0.47
93,Papua Selatan,2023,Desember,8.33
94,Papua Tengah,2023,Januari,9.68
94,Papua Tengah,2023,Februari,10.25
94,Papua Tengah,2023,Maret,13.37
94,Papua Tengah,2023,April,9.86
94,Papua Tengah,2023,Mei,9.24
94,Papua Tengah,2023,Juni,13.45
94,Papua Tengah,2023,Juli,6.74
94,Papua Tengah,2023,Agustus,9.75
94,Papua Tengah,2023,September,9.21
94,Papua Tengah,2023,Oktober,5.35
94,Papua Tengah,2023,November,6.45
94,Papua Tengah,2023,Desember,14.55
95,Papua Pegunungan,2023,Januari,6.04
95,Papua Pegunungan,2023,Februari,7.11
95,Papua Pegunungan,2023,Maret,6.98
95,Papua Pegunungan,2023,April,7.1
95,Papua Pegunungan,2023,Mei,4.51
95,Papua Pegunungan,2023,Juni,4.2
95,Papua Pegunungan,2023,Juli,4.82
95,Papua Pegunungan,2023,Agustus,2.58
95,Papua Pegunungan,2023,September,8.27
95,Papua Pegunungan,2023,Oktober,7.43
95,Papua Pegunungan,2023,November,1.84
95,Papua Pegunungan,2023,Desember,5.65
96,Papua Barat Daya,2023,Januari,5
96,Papua Barat Daya,2023,Februari,11.22
96,Papua Barat Daya,2023,Maret,5.26
96,Papua Barat Daya,2023,April,7.04
96,Papua Barat Daya,2023,Mei,6.58
96,Papua Barat Daya,2023,Juni,8.89
96,Papua Barat Daya,2023,Juli,7.48
96,Papua Barat Daya,2023,Agustus,3.72
96,Papua Barat Daya,2023,September,4
96,Papua Barat Daya,2023,Oktober,2.48
96,Papua Barat Daya,2023,November,4.22
96,Papua Barat Daya,2023,Desember,4.73
11,Aceh,2024,Januari,3.92
11,Aceh,2024,Februari,2.84
11,Aceh,2024,Maret,2.45
11,Aceh,2024,April,5.1
11,Aceh,2024,Mei,7.4
11,Aceh,2024,Juni,5.3
11,Aceh,2024,Juli,2.62
11,Aceh,2024,Agustus,6.92
11,Aceh,2024,September,10.93
11,Aceh,2024,Oktober,4.82
11,Aceh,2024,November,6.52
11,Aceh,2024,Desember,7.77
12,Sumatera Utara,2024,Januari,7.77
12,Sumatera Utara,2024,Februari,4.48
12,Sumatera Utara,2024,Maret,2.63
12,Sumatera Utara,2024,April,3.47
12,Sumatera Utara,2024,Mei,4.43
12,Sumatera Utara,2024,Juni,7.04
12,Sumatera Utara,2024,Juli,2.13
12,Sumatera Utara,2024,Agustus,8.79
12,Sumatera Utara,2024,September,7.59
12,Sumatera Utara,2024,Oktober,6.49
12,Sumatera Utara,2024,November,7.16
12,Sumatera Utara,2024,Desember,3.91
13,Sumatera Barat,2024,Januari,16.02
13,Sumatera Barat,2024,Februari,12.75
13,Sumatera Barat,2024,Maret,11.61
13,Sumatera Barat,2024,April,18.89
13,Sumatera Barat,2024,Mei,17.68
13,Sumatera Barat,2024,Juni,11.73
13,Sumatera Barat,2024,Juli,3.66
13,Sumatera Barat,2024,Agustus,15.93
13,Sumatera Barat,2024,September,10.55
13,Sumatera Barat,2024,Oktober,15.15
13,Sumatera Barat,2024,November,13.26
13,Sumatera Barat,2024,Desember,10.57
14,Riau,2024,Januari,7.21
14,Riau,2024,Februari,8.36
14,Riau,2024,Maret,10.62
14,Riau,2024,April,14.05
14,Riau,2024,Mei,12.31
14,Riau,2024,Juni,17.56
14,Riau,2024,Juli,4.98
14,Riau,2024,Agustus,17.53
14,Riau,2024,September,14.03
14,Riau,2024,Oktober,11.28
14,Riau,2024,November,13.22
14,Riau,2024,Desember,8.35
15,Jambi,2024,Januari,18.39
15,Jambi,2024,Februari,15.89
15,Jambi,2024,Maret,11.84
15,Jambi,2024,April,26.03
15,Jambi,2024,Mei,19.68
15,Jambi,2024,Juni,11.93
15,Jambi,2024,Juli,2.83
15,Jambi,2024,Agustus,12.76
15,Jambi,2024,September,8.18
15,Jambi,2024,Oktober,18.06
15,Jambi,2024,November,13.32
15,Jambi,2024,Desember,7.78
16,Sumatera Selatan,2024,Januari,7.77
16,Sumatera Selatan,2024,Februari,12.34
16,Sumatera Selatan,2024,Maret,9.21
16,Sumatera Selatan,2024,April,9.35
16,Sumatera Selatan,2024,Mei,9
16,Sumatera Selatan,2024,Juni,5.9
16,Sumatera Selatan,2024,Juli,2.71
16,Sumatera Selatan,2024,Agustus,1.1
16,Sumatera Selatan,2024,September,5.62
16,Sumatera Selatan,2024,Oktober,5.34
16,Sumatera Selatan,2024,November,9.52
16,Sumatera Selatan,2024,Desember,8.85
17,Bengkulu,2024,Januari,11.95
17,Bengkulu,2024,Februari,10.9
17,Bengkulu,2024,Maret,16.5
17,Bengkulu,2024,April,13.32
17,Bengkulu,2024,Mei,9.61
17,Bengkulu,2024,Juni,9.04
17,Bengkulu,2024,Juli,5.14
17,Bengkulu,2024,Agustus,2.02
17,Bengkulu,2024,September,4.02
17,Bengkulu,2024,Oktober,4.96
17,Bengkulu,2024,November,10.29
17,Bengkulu,2024,Desember,7.51
18,Lampung,2024,Januari,7.74
18,Lampung,2024,Februari,8.42
18,Lampung,2024,Maret,10.13
18,Lampung,2024,April,8.86
18,Lampung,2024,Mei,5.53
18,Lampung,2024,Juni,4.06
18,Lampung,2024,Juli,1
18,Lampung,2024,Agustus,1.17
18,Lampung,2024,September,2.38
18,Lampung,2024,Oktober,2.23
18,Lampung,2024,November,9.12
18,Lampung,2024,Desember,7.48
19,Kepulauan Bangka Belitung,2024,Januari,10.5
19,Kepulauan Bangka Belitung,2024,Februari,12.66
19,Kepulauan Bangka Belitung,2024,Maret,9.67
19,Kepulauan Bangka Belitung,2024,April,10.16
19,Kepulauan Bangka Belitung,2024,Mei,10.99
19,Kepulauan Bangka Belitung,2024,Juni,6.71
19,Kepulauan Bangka Belitung,2024,Juli,2.92
19,Kepulauan Bangka Belitung,2024,Agustus,0.67
19,Kepulauan Bangka Belitung,2024,September,4.23
19,Kepulauan Bangka Belitung,2024,Oktober,3.59
19,Kepulauan Bangka Belitung,2024,November,8.21
19,Kepulauan Bangka Belitung,2024,Desember,8.48
21,Kepulauan Riau,2024,Januari,7.57
21,Kepulauan Riau,2024,Februari,1.36
21,Kepulauan Riau,2024,Maret,1.47
21,Kepulauan Riau,2024,April,1.28
21,Kepulauan Riau,2024,Mei,2.94
21,Kepulauan Riau,2024,Juni,6.38
21,Kepulauan Riau,2024,Juli,3.99
21,Kepulauan Riau,2024,Agustus,5.3
21,Kepulauan Riau,2024,September,3.66
21,Kepulauan Riau,2024,Oktober,5.04
21,Kepulauan Riau,2024,November,5.76
21,Kepulauan Riau,2024,Desember,5.71
31,DKI Jakarta,2024,Januari,10.93
31,DKI Jakarta,2024,Februari,11.18
31,DKI Jakarta,2024,Maret,9.45
31,DKI Jakarta,2024,April,7.1
31,DKI Jakarta,2024,Mei,2.58
31,DKI Jakarta,2024,Juni,4.76
31,DKI Jakarta,2024,Juli,5.69
31,DKI Jakarta,2024,Agustus,1.31
31,DKI Jakarta,2024,September,3.86
31,DKI Jakarta,2024,Oktober,3.6
31,DKI Jakarta,2024,November,7.43
31,DKI Jakarta,2024,Desember,10.95
32,Jawa Barat,2024,Januari,12.44
32,Jawa Barat,2024,Februari,12.24
32,Jawa Barat,2024,Maret,8.45
32,Jawa Barat,2024,April,8.57
32,Jawa Barat,2024,Mei,1.91
32,Jawa Barat,2024,Juni,3.05
32,Jawa Barat,2024,Juli,9.5
32,Jawa Barat,2024,Agustus,1.32
32,Jawa Barat,2024,September,4.45
32,Jawa Barat,2024,Oktober,2.42
32,Jawa Barat,2024,November,11.97
32,Jawa Barat,2024,Desember,7.83
33,Jawa Tengah,2024,Januari,12
33,Jawa Tengah,2024,Februari,9.75
33,Jawa Tengah,2024,Maret,8.16
33,Jawa Tengah,2024,April,8.73
33,Jawa Tengah,2024,Mei,1.54
33,Jawa Tengah,2024,Juni,6.34
33,Jawa Tengah,2024,Juli,3.7
33,Jawa Tengah,2024,Agustus,0.94
33,Jawa Tengah,2024,September,5.51
33,Jawa Tengah,2024,Oktober,5.45
33,Jawa Tengah,2024,November,12.97
33,Jawa Tengah,2024,Desember,10.81
34,DI Yogyakarta,2024,Januari,17.32
34,DI Yogyakarta,2024,Februari,11.92
34,DI Yogyakarta,2024,Maret,11.05
34,DI Yogyakarta,2024,April,16.15
34,DI Yogyakarta,2024,Mei,3.24
34,DI Yogyakarta,2024,Juni,5.55
34,DI Yogyakarta,2024,Juli,2.02
34,DI Yogyakarta,2024,Agustus,0.64
34,DI Yogyakarta,2024,September,6.78
34,DI Yogyakarta,2024,Oktober,3.8
34,DI Yogyakarta,2024,November,15.96
34,DI Yogyakarta,2024,Desember,13.64
35,Jawa Timur,2024,Januari,9.48
35,Jawa Timur,2024,Februari,13.38
35,Jawa Timur,2024,Maret,6.63
35,Jawa Timur,2024,April,8.8
35,Jawa Timur,2024,Mei,0.61
35,Jawa Timur,2024,Juni,2.32
35,Jawa Timur,2024,Juli,0.88
35,Jawa Timur,2024,Agustus,0.12
35,Jawa Timur,2024,September,1.31
35,Jawa Timur,2024,Oktober,1.13
35,Jawa Timur,2024,November,6.54
35,Jawa Timur,2024,Desember,13.6
36,Banten,2024,Januari,13.36
36,Banten,2024,Februari,11.69
36,Banten,2024,Maret,10.91
36,Banten,2024,April,9.29
36,Banten,2024,Mei,4.51
36,Banten,2024,Juni,7.49
36,Banten,2024,Juli,6.62
36,Banten,2024,Agustus,1.99
36,Banten,2024,September,5.17
36,Banten,2024,Oktober,2.49
36,Banten,2024,November,10.29
36,Banten,2024,Desember,11.59
51,Bali,2024,Januari,5.87
51,Bali,2024,Februari,7.01
51,Bali,2024,Maret,9.53
51,Bali,2024,April,7.61
51,Bali,2024,Mei,0.33
51,Bali,2024,Juni,1.71
51,Bali,2024,Juli,1.5
51,Bali,2024,Agustus,0.19
51,Bali,2024,September,0.63
51,Bali,2024,Oktober,2.64
51,Bali,2024,November,4.04
51,Bali,2024,Desember,17.83
52,Nusa Tenggara Barat,2024,Januari,5.89
52,Nusa Tenggara Barat,2024,Februari,6.25
52,Nusa Tenggara Barat,2024,Maret,8.1
52,Nusa Tenggara Barat,2024,April,7.09
52,Nusa Tenggara Barat,2024,Mei,0.21
52,Nusa Tenggara Barat,2024,Juni,0.64
52,Nusa Tenggara Barat,2024,Juli,0.95
52,Nusa Tenggara Barat,2024,Agustus,0.12
52,Nusa Tenggara Barat,2024,September,0.43
52,Nusa Tenggara Barat,2024,Oktober,2
52,Nusa Tenggara Barat,2024,November,4.26
52,Nusa Tenggara Barat,2024,Desember,15.7
53,Nusa Tenggara Timur,2024,Januari,6.12
53,Nusa Tenggara Timur,2024,Februari,6.86
53,Nusa Tenggara Timur,2024,Maret,9.16
53,Nusa Tenggara Timur,2024,April,7.09
53,Nusa Tenggara Timur,2024,Mei,0.84
53,Nusa Tenggara Timur,2024,Juni,1.83
53,Nusa Tenggara Timur,2024,Juli,1.32
53,Nusa Tenggara Timur,2024,Agustus,0.64
53,Nusa Tenggara Timur,2024,September,0.91
53,Nusa Tenggara Timur,2024,Oktober,2.93
53,Nusa Tenggara Timur,2024,November,5.05
53,Nusa Tenggara Timur,2024,Desember,11.27
61,Kalimantan Barat,2024,Januari,14.98
61,Kalimantan Barat,2024,Februari,11.96
61,Kalimantan Barat,2024,Maret,8.87
61,Kalimantan Barat,2024,April,6.48
61,Kalimantan Barat,2024,Mei,8.77
61,Kalimantan Barat,2024,Juni,8.79
61,Kalimantan Barat,2024,Juli,4.75
61,Kalimantan Barat,2024,Agustus,13.86
61,Kalimantan Barat,2024,September,4.59
61,Kalimantan Barat,2024,Oktober,9.03
61,Kalimantan Barat,2024,November,9.12
61,Kalimantan Barat,2024,Desember,11.24
62,Kalimantan Tengah,2024,Januari,14.59
62,Kalimantan Tengah,2024,Februari,9.23
62,Kalimantan Tengah,2024,Maret,8.6
62,Kalimantan Tengah,2024,April,12.04
62,Kalimantan Tengah,2024,Mei,9.81
62,Kalimantan Tengah,2024,Juni,5.13
62,Kalimantan Tengah,2024,Juli,4.4
62,Kalimantan Tengah,2024,Agustus,6.23
62,Kalimantan Tengah,2024,September,6.42
62,Kalimantan Tengah,2024,Oktober,8.59
62,Kalimantan Tengah,2024,November,12.86
62,Kalimantan Tengah,2024,Desember,11.45
63,Kalimantan Selatan,2024,Januari,16.96
63,Kalimantan Selatan,2024,Februari,10.51
63,Kalimantan Selatan,2024,Maret,9.85
63,Kalimantan Selatan,2024,April,7.01
63,Kalimantan Selatan,2024,Mei,5.34
63,Kalimantan Selatan,2024,Juni,7.06
63,Kalimantan Selatan,2024,Juli,4.37
63,Kalimantan Selatan,2024,Agustus,2.11
63,Kalimantan Selatan,2024,September,1.6
63,Kalimantan Selatan,2024,Oktober,3.5
63,Kalimantan Selatan,2024,November,11.83
63,Kalimantan Selatan,2024,Desember,11.34
64,Kalimantan Timur,2024,Januari,11.61
64,Kalimantan Timur,2024,Februari,15.82
64,Kalimantan Timur,2024,Maret,10.39
64,Kalimantan Timur,2024,April,10.26
64,Kalimantan Timur,2024,Mei,9.36
64,Kalimantan Timur,2024,Juni,6.82
64,Kalimantan Timur,2024,Juli,2.91
64,Kalimantan Timur,2024,Agustus,6.25
64,Kalimantan Timur,2024,September,4.46
64,Kalimantan Timur,2024,Oktober,5.95
64,Kalimantan Timur,2024,November,14.69
64,Kalimantan Timur,2024,Desember,13.57
65,Kalimantan Utara,2024,Januari,5.26
65,Kalimantan Utara,2024,Februari,4.71
65,Kalimantan Utara,2024,Maret,4.08
65,Kalimantan Utara,2024,April,5.23
65,Kalimantan Utara,2024,Mei,13.62
65,Kalimantan Utara,2024,Juni,12.06
65,Kalimantan Utara,2024,Juli,7.47
65,Kalimantan Utara,2024,Agustus,9.07
65,Kalimantan Utara,2024,September,13.14
65,Kalimantan Utara,2024,Oktober,9.6
65,Kalimantan Utara,2024,November,10.47
65,Kalimantan Utara,2024,Desember,11.59
71,Sulawesi Utara,2024,Januari,5.96
71,Sulawesi Utara,2024,Februari,3.52
71,Sulawesi Utara,2024,Maret,4.91
71,Sulawesi Utara,2024,April,6.68
71,Sulawesi Utara,2024,Mei,7.12
71,Sulawesi Utara,2024,Juni,8.86
71,Sulawesi Utara,2024,Juli,8.84
71,Sulawesi Utara,2024,Agustus,5.05
71,Sulawesi Utara,2024,September,2.11
71,Sulawesi Utara,2024,Oktober,4.37
71,Sulawesi Utara,2024,November,5.72
71,Sulawesi Utara,2024,Desember,6.02
72,Sulawesi Tengah,2024,Januari,6.8
72,Sulawesi Tengah,2024,Februari,3.59
72,Sulawesi Tengah,2024,Maret,4.52
